"user_id","question","Answered0","Answered1","Answered2","Answered3","Answered4","Answered5","Answered6","Answered7","Answered8","Answered9","Answered10"
69,7,"0","0","0","1","0","0","0","","","",""
69,8,"0","","","","","","","","","",""
69,9,"1","1","0","1","","","","","","",""
69,10,"1","0","0","0","0","0","0","","","",""
69,11,"0","1","0","1","1","1","","","","",""
69,12,"0","1","1","1","0","1","0","0","1","1","0"
69,13,"1","1","1","1","0","","","","","",""
69,14,"","","","","","","","","","",""
71,1,"0","0","0","0","0","0","1","","","",""
71,2,"0","1","","","","","","","","",""
71,3,"1","0","0","0","","","","","","",""
71,4,"0","1","0","0","0","0","","","","",""
71,5,"1","0","","","","","","","","",""
71,6,"0","0","1","0","0","0","","","","",""
71,7,"0","0","0","0","1","0","0","","","",""
71,8,"0","","","","","","","","","",""
71,9,"1","1","0","1","","","","","","",""
71,10,"1","0","0","0","0","0","0","","","",""
71,11,"1","1","0","0","1","0","","","","",""
71,12,"1","0","1","1","0","0","0","0","0","0","0"
71,13,"1","1","0","0","0","","","","","",""
71,14,"","","0","0","0","0","0","0","0","0","0"
73,1,"0","0","0","1","0","0","0","","","",""
73,2,"0","1","","","","","","","","",""
73,3,"0","0","0","1","","","","","","",""
73,4,"0","1","0","0","0","0","","","","",""
73,5,"1","0","","","","","","","","",""
73,6,"0","1","0","0","0","0","","","","",""
73,7,"0","0","1","0","0","0","0","","","",""
73,8,"0","","","","","","","","","",""
73,9,"1","0","1","1","","","","","","",""
73,10,"1","0","0","0","0","0","0","","","",""
73,11,"0","0","1","1","1","1","","","","",""
73,12,"1","1","0","1","0","0","0","1","1","1","0"
73,13,"1","1","0","1","1","","","","","",""
73,14,"","","","","","","","","","",""
88,1,"0","0","0","0","0","0","1","","","",""
88,2,"1","0","","","","","","","","",""
88,3,"0","0","0","0","","","","","","",""
88,4,"1","0","0","0","0","0","","","","",""
88,5,"1","0","","","","","","","","",""
88,6,"0","0","1","0","0","0","","","","",""
88,7,"0","0","0","1","0","0","0","","","",""
88,8,"0","","","","","","","","","",""
88,9,"1","0","0","1","","","","","","",""
88,10,"0","0","0","0","1","0","0","","","",""
88,11,"1","0","0","1","0","0","","","","",""
88,12,"1","1","1","0","0","1","0","1","0","1","0"
88,13,"0","1","0","0","0","","","","","",""
88,14,"","","","","","","","","","",""
94,1,"0","0","0","0","0","1","0","","","",""
94,2,"1","0","","","","","","","","",""
94,3,"0","0","0","0","","","","","","",""
94,4,"0","0","0","0","0","0","","","","",""
94,5,"1","0","","","","","","","","",""
94,6,"0","1","0","0","0","0","","","","",""
94,7,"0","0","1","0","0","0","0","","","",""
94,8,"0","","","","","","","","","",""
94,9,"1","1","0","1","","","","","","",""
94,10,"0","1","0","0","0","0","0","","","",""
94,11,"0","1","0","1","1","1","","","","",""
94,12,"1","1","1","1","0","0","0","0","0","0","0"
94,13,"1","1","1","0","0","","","","","",""
94,14,"","","0","0","0","0","0","0","0","0","0"
100,1,"0","0","0","0","0","1","0","","","",""
100,2,"0","1","","","","","","","","",""
100,3,"0","1","0","0","","","","","","",""
100,4,"0","1","0","0","0","0","","","","",""
100,5,"1","0","","","","","","","","",""
100,6,"0","0","1","0","0","0","","","","",""
100,7,"0","0","0","0","0","1","0","","","",""
100,8,"0","","","","","","","","","",""
100,9,"1","1","0","0","","","","","","",""
100,10,"0","0","0","1","0","0","0","","","",""
100,11,"0","1","0","0","1","1","","","","",""
100,12,"1","1","0","1","0","0","0","0","0","0","0"
100,13,"1","1","0","0","0","","","","","",""
100,14,"","","0","0","0","0","0","0","0","0","0"
123,1,"0","0","0","0","0","1","0","","","",""
123,2,"1","0","","","","","","","","",""
123,3,"0","0","0","0","","","","","","",""
123,4,"1","0","0","0","0","0","","","","",""
123,5,"1","0","","","","","","","","",""
123,6,"0","1","0","0","0","0","","","","",""
123,7,"0","0","0","1","0","0","0","","","",""
123,8,"0","","","","","","","","","",""
123,9,"1","0","0","0","","","","","","",""
123,10,"0","0","0","0","0","0","0","","","",""
123,11,"0","1","0","0","1","0","","","","",""
123,12,"0","1","1","0","0","0","0","0","0","0","0"
123,13,"0","0","0","0","0","","","","","",""
123,14,"","","0","0","0","0","0","0","0","0","0"
126,1,"0","0","0","0","0","1","0","","","",""
126,2,"0","1","","","","","","","","",""
126,3,"0","0","0","1","","","","","","",""
126,4,"0","1","0","0","0","0","","","","",""
126,5,"1","0","","","","","","","","",""
126,6,"0","0","1","0","0","0","","","","",""
126,7,"0","0","0","0","1","0","0","","","",""
126,8,"0","","","","","","","","","",""
126,9,"1","1","0","0","","","","","","",""
126,10,"0","0","0","0","0","0","0","","","",""
126,11,"0","1","1","1","1","1","","","","",""
126,12,"1","1","0","1","0","0","0","0","1","0","0"
126,13,"1","0","0","0","0","","","","","",""
126,14,"","","0","0","0","0","0","0","0","0","0"
131,1,"0","0","0","0","0","0","1","","","",""
131,2,"0","1","","","","","","","","",""
131,3,"0","0","0","1","","","","","","",""
131,4,"0","1","0","0","0","0","","","","",""
131,5,"1","0","","","","","","","","",""
131,6,"0","0","1","0","0","0","","","","",""
131,7,"0","1","0","0","0","0","0","","","",""
131,8,"0","","","","","","","","","",""
131,9,"1","1","0","0","","","","","","",""
131,10,"0","0","0","0","0","0","0","","","",""
131,11,"1","1","0","0","1","0","","","","",""
131,12,"1","0","0","0","0","0","0","0","1","1","0"
131,13,"1","1","0","1","0","","","","","",""
131,14,"","","0","0","0","0","0","0","0","0","0"
133,1,"0","0","0","0","0","0","1","","","",""
133,2,"0","1","","","","","","","","",""
133,3,"1","0","0","0","","","","","","",""
133,4,"0","1","0","0","0","0","","","","",""
133,5,"1","0","","","","","","","","",""
133,6,"0","1","0","0","0","0","","","","",""
133,7,"0","0","0","0","0","0","1","","","",""
133,8,"0","","","","","","","","","",""
133,9,"1","1","1","1","","","","","","",""
133,10,"1","0","0","0","0","0","0","","","",""
133,11,"1","1","1","1","1","1","","","","",""
133,12,"1","1","1","1","0","1","0","0","1","1","0"
133,13,"1","1","1","1","1","","","","","",""
133,14,"","","","","","","","","","",""
136,1,"0","0","0","1","0","0","0","","","",""
136,2,"0","1","","","","","","","","",""
136,3,"0","0","0","1","","","","","","",""
136,4,"0","0","0","0","0","1","","","","",""
136,5,"1","0","","","","","","","","",""
136,6,"0","0","1","0","0","0","","","","",""
136,7,"0","0","0","0","1","0","0","","","",""
136,8,"0","","","","","","","","","",""
136,9,"1","1","1","1","","","","","","",""
136,10,"0","0","1","0","0","0","0","","","",""
136,11,"0","0","1","0","0","1","","","","",""
136,12,"1","1","0","1","0","1","0","1","1","0","0"
136,13,"0","1","0","0","0","","","","","",""
136,14,"","","0","0","0","0","0","0","0","0","0"
140,1,"0","0","0","0","0","1","0","","","",""
140,2,"0","1","","","","","","","","",""
140,3,"1","0","1","1","","","","","","",""
140,4,"0","1","0","0","0","0","","","","",""
140,5,"1","0","","","","","","","","",""
140,6,"0","0","1","0","0","0","","","","",""
140,7,"0","0","0","0","0","1","0","","","",""
140,8,"0","","","","","","","","","",""
140,9,"1","1","0","1","","","","","","",""
140,10,"0","0","0","0","1","0","0","","","",""
140,11,"1","1","0","0","1","1","","","","",""
140,12,"0","0","0","0","0","1","1","1","1","1","1"
140,13,"1","1","0","0","0","","","","","",""
140,14,"","","0","0","0","0","0","0","0","0","0"
143,1,"0","0","0","0","0","0","1","","","",""
143,2,"0","1","","","","","","","","",""
143,3,"1","0","0","0","","","","","","",""
143,4,"0","1","0","0","0","0","","","","",""
143,5,"1","0","","","","","","","","",""
143,6,"0","1","0","0","0","0","","","","",""
143,7,"0","0","0","0","1","0","0","","","",""
143,8,"0","","","","","","","","","",""
143,9,"1","1","0","0","","","","","","",""
143,10,"0","0","0","0","0","0","0","","","",""
143,11,"1","1","0","1","1","1","","","","",""
143,12,"1","0","1","0","0","0","0","1","0","0","0"
143,13,"1","0","0","0","0","","","","","",""
143,14,"","","","","","","","","","",""
151,1,"0","0","0","0","1","0","0","","","",""
151,2,"1","0","","","","","","","","",""
151,3,"1","0","0","0","","","","","","",""
151,4,"0","1","0","0","0","0","","","","",""
151,5,"1","0","","","","","","","","",""
151,6,"0","1","0","0","0","0","","","","",""
151,7,"0","0","0","0","1","0","0","","","",""
151,8,"0","","","","","","","","","",""
151,9,"1","0","0","0","","","","","","",""
151,10,"0","0","0","0","1","0","0","","","",""
151,11,"0","0","1","0","0","0","","","","",""
151,12,"1","0","0","0","1","0","0","1","0","1","0"
151,13,"0","1","0","0","0","","","","","",""
151,14,"","","0","0","0","0","0","0","0","0","0"
156,1,"0","0","1","0","0","0","0","","","",""
156,2,"0","1","","","","","","","","",""
156,3,"0","0","0","1","","","","","","",""
156,4,"0","1","0","0","0","0","","","","",""
156,5,"1","0","","","","","","","","",""
156,6,"0","1","0","0","0","0","","","","",""
156,7,"0","0","0","0","1","0","0","","","",""
156,8,"0","","","","","","","","","",""
156,9,"1","1","0","0","","","","","","",""
156,10,"1","0","0","0","0","0","0","","","",""
156,11,"0","0","0","1","0","1","","","","",""
156,12,"0","1","0","1","0","0","0","1","1","0","1"
156,13,"0","0","0","1","0","","","","","",""
156,14,"","","0","0","0","0","0","0","0","0","0"
177,1,"0","0","0","0","0","0","1","","","",""
177,2,"0","1","","","","","","","","",""
177,3,"1","1","0","0","","","","","","",""
177,4,"0","1","0","0","0","0","","","","",""
177,5,"1","0","","","","","","","","",""
177,6,"0","1","0","0","0","0","","","","",""
177,7,"0","0","0","0","1","0","0","","","",""
177,8,"0","","","","","","","","","",""
177,9,"1","1","0","0","","","","","","",""
177,10,"0","0","0","0","0","0","0","","","",""
177,11,"1","0","0","0","0","1","","","","",""
177,12,"1","0","1","0","0","0","0","0","1","0","0"
177,13,"1","1","0","0","0","","","","","",""
177,14,"","","0","0","0","0","0","0","0","0","0"
190,1,"0","0","0","0","0","1","0","","","",""
190,2,"0","1","","","","","","","","",""
190,3,"1","0","0","0","","","","","","",""
190,4,"0","1","0","0","0","0","","","","",""
190,5,"1","0","","","","","","","","",""
190,6,"0","1","0","0","0","0","","","","",""
190,7,"0","0","0","1","0","0","0","","","",""
190,8,"0","","","","","","","","","",""
190,9,"1","1","0","1","","","","","","",""
190,10,"0","1","0","0","0","0","0","","","",""
190,11,"0","1","1","0","0","1","","","","",""
190,12,"1","1","1","1","0","1","0","0","0","0","0"
190,13,"0","1","0","0","0","","","","","",""
190,14,"","","0","0","0","0","0","0","0","0","0"
191,1,"0","0","0","0","0","0","1","","","",""
191,2,"0","1","","","","","","","","",""
191,3,"1","0","0","0","","","","","","",""
191,4,"0","1","0","0","0","0","","","","",""
191,5,"1","0","","","","","","","","",""
191,6,"0","1","0","0","0","0","","","","",""
191,7,"0","0","1","0","0","0","0","","","",""
191,8,"0","","","","","","","","","",""
191,9,"1","0","0","1","","","","","","",""
191,10,"0","0","0","0","1","0","0","","","",""
191,11,"1","0","0","0","1","1","","","","",""
191,12,"0","1","1","0","1","0","0","0","0","0","1"
191,13,"1","1","0","0","0","","","","","",""
191,14,"","","","","","","","","","",""
230,1,"0","0","0","0","0","1","0","","","",""
230,2,"0","1","","","","","","","","",""
230,3,"1","1","0","1","","","","","","",""
230,4,"0","1","0","0","0","0","","","","",""
230,5,"1","0","","","","","","","","",""
230,6,"0","1","0","0","0","0","","","","",""
230,7,"0","0","0","0","0","0","1","","","",""
230,8,"0","","","","","","","","","",""
230,9,"1","1","1","1","","","","","","",""
230,10,"1","0","0","0","0","0","0","","","",""
230,11,"1","1","1","1","1","1","","","","",""
230,12,"1","0","0","0","0","0","1","1","1","1","0"
230,13,"1","1","0","0","0","","","","","",""
230,14,"","","","","","","","","","",""
234,1,"0","0","0","0","1","0","0","","","",""
234,2,"1","0","","","","","","","","",""
234,3,"0","0","0","0","","","","","","",""
234,4,"0","0","0","0","0","0","","","","",""
234,5,"1","0","","","","","","","","",""
234,6,"0","0","0","0","0","1","","","","",""
234,7,"1","0","0","0","0","0","0","","","",""
234,8,"0","","","","","","","","","",""
234,9,"1","0","0","0","","","","","","",""
234,10,"0","0","0","0","1","0","0","","","",""
234,11,"0","0","0","0","1","0","","","","",""
234,12,"1","0","1","0","0","0","0","0","1","0","0"
234,13,"1","0","1","0","0","","","","","",""
234,14,"","","","","","","","","","",""
237,1,"0","0","0","0","0","1","0","","","",""
237,2,"0","1","","","","","","","","",""
237,3,"1","0","0","0","","","","","","",""
237,4,"0","1","0","0","0","0","","","","",""
237,5,"1","0","","","","","","","","",""
237,6,"0","1","0","0","0","0","","","","",""
237,7,"0","0","0","0","0","1","0","","","",""
237,8,"0","","","","","","","","","",""
237,9,"1","0","0","1","","","","","","",""
237,10,"0","1","0","0","0","0","0","","","",""
237,11,"0","0","0","0","1","1","","","","",""
237,12,"1","1","0","1","0","0","0","0","1","1","0"
237,13,"1","1","0","0","0","","","","","",""
237,14,"","","0","0","0","0","0","0","0","0","0"
241,1,"0","0","0","0","0","0","1","","","",""
241,2,"1","0","","","","","","","","",""
241,3,"0","0","0","0","","","","","","",""
241,4,"1","0","0","0","0","0","","","","",""
241,5,"1","0","","","","","","","","",""
241,6,"0","0","1","0","0","0","","","","",""
241,7,"0","0","1","0","0","0","0","","","",""
241,8,"0","","","","","","","","","",""
241,9,"1","0","1","0","","","","","","",""
241,10,"0","0","0","0","0","0","0","","","",""
241,11,"0","0","0","0","0","1","","","","",""
241,12,"0","0","1","0","0","0","0","0","1","1","0"
241,13,"1","1","0","0","0","","","","","",""
241,14,"","","0","0","0","0","0","0","0","0","0"
247,1,"1","0","0","0","0","0","0","","","",""
247,2,"1","0","","","","","","","","",""
247,3,"0","0","0","0","","","","","","",""
247,4,"1","0","0","0","0","0","","","","",""
247,5,"1","0","","","","","","","","",""
247,6,"0","0","1","0","0","0","","","","",""
247,7,"0","0","0","1","0","0","0","","","",""
247,8,"0","","","","","","","","","",""
247,9,"1","1","0","0","","","","","","",""
247,10,"0","0","0","0","0","0","0","","","",""
247,11,"0","1","0","1","1","1","","","","",""
247,12,"1","0","1","1","0","1","1","1","1","1","0"
247,13,"0","1","0","0","0","","","","","",""
247,14,"","","","","","","","","","",""
249,1,"0","0","0","0","0","0","1","","","",""
249,2,"0","1","","","","","","","","",""
249,3,"0","0","0","0","","","","","","",""
249,4,"0","1","0","0","0","0","","","","",""
249,5,"0","1","","","","","","","","",""
249,6,"0","0","1","0","0","0","","","","",""
249,7,"0","0","0","0","0","0","1","","","",""
249,8,"0","","","","","","","","","",""
249,9,"1","1","0","0","","","","","","",""
249,10,"0","0","0","0","1","0","0","","","",""
249,11,"1","0","0","1","0","0","","","","",""
249,12,"1","0","1","0","0","1","1","1","0","0","0"
249,13,"0","0","1","1","0","","","","","",""
249,14,"","","0","0","0","0","0","0","0","0","0"
253,1,"0","0","0","0","1","0","0","","","",""
253,2,"0","1","","","","","","","","",""
253,3,"0","0","0","1","","","","","","",""
253,4,"0","1","0","0","0","0","","","","",""
253,5,"1","0","","","","","","","","",""
253,6,"0","1","0","0","0","0","","","","",""
253,7,"0","0","1","0","0","0","0","","","",""
253,8,"0","","","","","","","","","",""
253,9,"1","0","1","0","","","","","","",""
253,10,"0","1","0","0","0","0","0","","","",""
253,11,"0","0","1","1","0","0","","","","",""
253,12,"1","1","1","1","0","1","1","0","0","0","0"
253,13,"1","0","0","0","0","","","","","",""
253,14,"","","0","0","0","0","0","0","0","0","0"
265,1,"0","0","0","0","0","1","0","","","",""
265,2,"0","1","","","","","","","","",""
265,3,"0","0","0","1","","","","","","",""
265,4,"0","1","0","0","0","0","","","","",""
265,5,"1","0","","","","","","","","",""
265,6,"0","0","0","1","0","0","","","","",""
265,7,"0","0","1","0","0","0","0","","","",""
265,8,"0","","","","","","","","","",""
265,9,"1","1","0","0","","","","","","",""
265,10,"1","0","0","0","0","0","0","","","",""
265,11,"0","1","0","1","0","0","","","","",""
265,12,"1","0","1","0","0","0","0","0","0","0","0"
265,13,"1","0","0","0","0","","","","","",""
265,14,"","","0","0","0","0","0","0","0","0","0"
267,1,"0","0","0","0","0","0","1","","","",""
267,2,"0","1","","","","","","","","",""
267,3,"1","1","0","1","","","","","","",""
267,4,"0","1","0","0","0","0","","","","",""
267,5,"1","0","","","","","","","","",""
267,6,"0","0","1","0","0","0","","","","",""
267,7,"0","0","0","1","0","0","0","","","",""
267,8,"0","","","","","","","","","",""
267,9,"1","1","0","1","","","","","","",""
267,10,"0","1","0","0","0","0","0","","","",""
267,11,"1","0","0","1","1","0","","","","",""
267,12,"1","0","1","0","0","1","1","0","0","1","0"
267,13,"1","1","0","0","0","","","","","",""
267,14,"","","","","","","","","","",""
275,1,"0","0","0","0","0","1","0","","","",""
275,2,"0","1","","","","","","","","",""
275,3,"1","0","0","0","","","","","","",""
275,4,"0","0","1","0","0","0","","","","",""
275,5,"1","0","","","","","","","","",""
275,6,"0","1","0","0","0","0","","","","",""
275,7,"0","0","0","1","0","0","0","","","",""
275,8,"0","","","","","","","","","",""
275,9,"1","1","1","1","","","","","","",""
275,10,"0","1","0","0","0","0","0","","","",""
275,11,"0","1","1","1","1","1","","","","",""
275,12,"0","1","1","1","0","1","1","1","1","1","1"
275,13,"1","1","1","0","0","","","","","",""
275,14,"","","0","0","0","0","0","0","0","0","0"
279,1,"0","0","0","0","0","0","1","","","",""
279,2,"0","1","","","","","","","","",""
279,3,"0","1","0","1","","","","","","",""
279,4,"0","1","0","0","0","0","","","","",""
279,5,"0","1","","","","","","","","",""
279,6,"0","0","0","0","0","1","","","","",""
279,7,"0","0","0","0","1","0","0","","","",""
279,8,"0","","","","","","","","","",""
279,9,"1","1","0","0","","","","","","",""
279,10,"0","0","0","0","0","0","0","","","",""
279,11,"0","1","0","0","1","0","","","","",""
279,12,"1","0","1","1","0","0","1","0","1","0","0"
279,13,"0","1","0","0","0","","","","","",""
279,14,"","","","","","","","","","",""
288,1,"0","0","0","0","0","0","1","","","",""
288,2,"0","1","","","","","","","","",""
288,3,"1","0","0","0","","","","","","",""
288,4,"0","1","0","0","0","0","","","","",""
288,5,"1","0","","","","","","","","",""
288,6,"0","0","1","0","0","0","","","","",""
288,7,"0","0","1","0","0","0","0","","","",""
288,8,"0","","","","","","","","","",""
288,9,"1","1","0","0","","","","","","",""
288,10,"0","0","0","0","0","0","0","","","",""
288,11,"0","1","0","1","1","0","","","","",""
288,12,"1","0","1","0","0","0","1","0","1","0","0"
288,13,"1","1","0","0","1","","","","","",""
288,14,"","","0","0","0","0","0","0","0","0","0"
295,1,"1","0","0","0","0","0","0","","","",""
295,2,"0","1","","","","","","","","",""
295,3,"0","0","0","1","","","","","","",""
295,4,"0","1","0","0","0","0","","","","",""
295,5,"1","0","","","","","","","","",""
295,6,"0","1","0","0","0","0","","","","",""
295,7,"0","0","0","0","0","1","0","","","",""
295,8,"0","","","","","","","","","",""
295,9,"1","1","1","1","","","","","","",""
295,10,"0","0","0","0","0","0","0","","","",""
295,11,"0","1","1","1","1","1","","","","",""
295,12,"1","1","0","1","0","0","1","1","1","0","0"
295,13,"0","0","0","0","1","","","","","",""
295,14,"","","","","","","","","","",""
302,1,"0","0","0","0","1","0","0","","","",""
302,2,"0","1","","","","","","","","",""
302,3,"1","0","0","1","","","","","","",""
302,4,"0","1","0","0","0","0","","","","",""
302,5,"1","0","","","","","","","","",""
302,6,"0","1","0","0","0","0","","","","",""
302,7,"0","0","0","1","0","0","0","","","",""
302,8,"0","","","","","","","","","",""
302,9,"1","0","1","0","","","","","","",""
302,10,"0","0","0","0","0","0","0","","","",""
302,11,"0","0","1","1","1","1","","","","",""
302,12,"1","1","1","1","1","0","0","1","0","1","0"
302,13,"1","1","0","0","0","","","","","",""
302,14,"","","0","0","0","0","0","0","0","0","0"
307,1,"0","0","0","1","0","0","0","","","",""
307,2,"0","1","","","","","","","","",""
307,3,"1","0","0","0","","","","","","",""
307,4,"0","1","0","0","0","0","","","","",""
307,5,"1","0","","","","","","","","",""
307,6,"1","0","0","0","0","0","","","","",""
307,7,"0","0","1","0","0","0","0","","","",""
307,8,"0","","","","","","","","","",""
307,9,"1","0","1","1","","","","","","",""
307,10,"0","1","0","0","0","0","0","","","",""
307,11,"0","0","0","1","1","1","","","","",""
307,12,"0","0","0","0","0","0","0","0","0","0","0"
307,13,"0","1","0","0","0","","","","","",""
307,14,"","","","","","","","","","",""
311,1,"0","0","0","0","1","0","0","","","",""
311,2,"0","1","","","","","","","","",""
311,3,"1","0","0","0","","","","","","",""
311,4,"0","1","0","0","0","0","","","","",""
311,5,"1","0","","","","","","","","",""
311,6,"1","0","0","0","0","0","","","","",""
311,7,"1","0","0","0","0","0","0","","","",""
311,8,"0","","","","","","","","","",""
311,9,"1","0","0","0","","","","","","",""
311,10,"0","0","0","0","0","0","0","","","",""
311,11,"1","0","0","1","1","1","","","","",""
311,12,"1","0","0","1","0","0","0","1","0","1","0"
311,13,"1","0","0","0","0","","","","","",""
311,14,"","","0","0","0","0","0","0","0","0","0"
317,1,"0","0","0","0","0","0","1","","","",""
317,2,"0","1","","","","","","","","",""
317,3,"1","0","0","0","","","","","","",""
317,4,"0","1","0","0","0","0","","","","",""
317,5,"1","0","","","","","","","","",""
317,6,"0","0","0","0","1","0","","","","",""
317,7,"0","0","1","0","0","0","0","","","",""
317,8,"0","","","","","","","","","",""
317,9,"1","1","0","0","","","","","","",""
317,10,"0","0","0","0","0","0","0","","","",""
317,11,"1","0","0","0","1","0","","","","",""
317,12,"1","0","1","0","0","0","1","0","0","1","0"
317,13,"1","1","1","1","0","","","","","",""
317,14,"","","0","0","0","0","0","0","0","0","0"
320,1,"0","0","0","0","1","0","0","","","",""
320,2,"0","1","","","","","","","","",""
320,3,"0","0","0","1","","","","","","",""
320,4,"0","0","0","0","0","1","","","","",""
320,5,"1","0","","","","","","","","",""
320,6,"0","0","1","0","0","0","","","","",""
320,7,"0","0","1","0","0","0","0","","","",""
320,8,"0","","","","","","","","","",""
320,9,"1","0","0","1","","","","","","",""
320,10,"0","0","0","0","1","0","0","","","",""
320,11,"0","0","0","1","0","1","","","","",""
320,12,"1","0","1","1","0","0","1","0","1","0","0"
320,13,"0","1","0","0","1","","","","","",""
320,14,"","","0","0","0","0","0","0","0","0","0"
321,1,"0","0","0","0","0","0","1","","","",""
321,2,"0","1","","","","","","","","",""
321,3,"1","0","0","1","","","","","","",""
321,4,"0","1","0","0","0","0","","","","",""
321,5,"1","0","","","","","","","","",""
321,6,"0","1","0","0","0","0","","","","",""
321,7,"0","0","0","0","0","1","0","","","",""
321,8,"0","","","","","","","","","",""
321,9,"1","0","0","0","","","","","","",""
321,10,"0","0","0","0","0","0","0","","","",""
321,11,"0","1","0","0","1","1","","","","",""
321,12,"1","1","0","1","0","1","0","0","0","0","0"
321,13,"1","1","0","0","0","","","","","",""
321,14,"","","","","","","","","","",""
327,1,"0","0","0","0","0","0","1","","","",""
327,2,"0","1","","","","","","","","",""
327,3,"1","0","0","0","","","","","","",""
327,4,"0","1","0","0","0","0","","","","",""
327,5,"1","0","","","","","","","","",""
327,6,"0","0","1","0","0","0","","","","",""
327,7,"0","0","0","1","0","0","0","","","",""
327,8,"0","","","","","","","","","",""
327,9,"1","0","0","0","","","","","","",""
327,10,"1","0","0","0","0","0","0","","","",""
327,11,"1","0","0","0","1","0","","","","",""
327,12,"0","0","1","0","0","1","0","0","0","0","0"
327,13,"0","1","0","1","0","","","","","",""
327,14,"","","0","0","0","0","0","0","0","0","0"
328,1,"0","0","0","0","1","0","0","","","",""
328,2,"0","1","","","","","","","","",""
328,3,"0","0","0","1","","","","","","",""
328,4,"0","1","0","0","0","0","","","","",""
328,5,"1","0","","","","","","","","",""
328,6,"1","0","0","0","0","0","","","","",""
